0.7661266090000001,2,0.8029821290000001,9120.0,13,0,6,0
0.964672555,3,0.38296474700000005,13700.0,9,3,1,1
0.025655677,0,0.47584138600000003,3000.0,7,0,1,0
0.392248482,0,1.595253368,4676.0,14,0,3,0
0.728150491,0,0.824725092,3000.0,10,0,2,0
0.13306279,1,0.182881653,10257.0,9,0,2,0
0.734477501,0,0.591477634,4716.0,13,0,2,0
1.046279103,1,1.104301274,5416.0,6,0,2,0
0.08533829300000001,0,0.47750362799999996,6200.0,11,0,1,0
0.0001,0,0.152896812,2916.0,3,0,0,1
0.7864854059999999,0,0.291709578,3883.0,7,2,0,2
0.025892468999999998,0,74.5,1.0,13,0,0,0
1.9534883719999998,0,0.153500141,3556.0,5,0,0,0
0.973339258,1,0.209961825,5500.0,11,0,0,1
1.048210842,7,0.151956584,3500.0,12,0,0,0
0.22082371899999997,1,0.637749121,1705.0,5,0,0,0
0.03719769,0,0.03975841,25000.0,11,0,1,0
0.880370887,0,0.46132376399999997,7523.0,6,0,1,0
0.635720859,1,0.21807127699999998,25000.0,27,0,3,0
0.7391464879999999,1,0.285156885,6150.0,12,0,0,0
0.733885463,2,0.369223765,8785.0,20,0,2,0
0.991502124,10,1.2979007,3000.0,11,2,3,5
0.9999998999999999,0,0.006731051,3416.0,1,0,0,0
0.57985084,0,0.594224361,2700.0,8,0,0,0
0.9999998999999999,0,0.228402866,2372.0,2,0,0,1
0.913140498,2,1.6203449140000001,4000.0,16,0,3,0
0.8141545109999999,1,0.297139683,3600.0,8,0,1,1
0.640058527,0,0.055984556,9841.0,9,0,0,0
0.955545894,1,0.5249499089999999,10480.0,11,0,3,0
0.517045364,0,0.5725903210000001,7500.0,20,0,2,0
0.387065977,0,0.35087418600000003,5833.0,12,0,1,2
0.402345742,0,0.337622356,12667.0,16,0,2,0
0.314685703,3,0.160317928,16984.0,13,0,2,1
0.149314411,0,0.5583203729999999,4500.0,9,0,3,0
1.2487512490000001,0,0.17512032600000002,2700.0,3,2,0,0
0.9907644259999999,2,0.361340457,4117.0,4,0,0,0
2066.0,0,0.27112148,6000.0,8,1,1,0
0.987668722,5,0.6912791859999999,5010.0,14,0,2,0
0.02331266,0,0.632371083,4052.0,13,1,2,0
0.0001,0,0.44187375,3500.0,5,0,1,0
1.25748503,0,0.129805014,1794.0,1,2,0,1
0.962946947,0,0.68127587,4106.0,8,0,1,1
0.778719498,0,0.53801306,4287.0,11,0,2,0
0.514353049,0,0.984408835,2308.0,15,0,1,0
0.913773615,2,0.881655429,4300.0,17,0,2,0
1.004421666,3,0.605098725,4000.0,10,0,2,0
0.878245498,0,0.18141723,3400.0,5,0,0,0
0.017558727,0,0.53540175,2513.0,10,1,1,0
0.546513871,0,0.93824256,8500.0,17,0,4,0
0.8295605859999999,1,0.24818795300000002,4000.0,6,0,1,0
0.232226657,6,6.094452774,2000.0,16,2,1,2
0.00073798,0,0.49312671799999996,4000.0,4,0,1,0
0.81054584,2,1.141452126,3456.0,29,0,1,1
0.9999998999999999,1,0.313816494,2800.0,2,0,1,1
0.08764940199999999,0,0.009995457,2200.0,2,0,0,1
0.0001,0,0.157678245,4375.0,7,0,0,0
0.9999998999999999,1,0.540617473,4566.0,2,0,1,1
0.887080965,0,0.482275525,4710.0,4,0,1,1
0.767840152,3,0.2964495,2900.0,4,1,0,1
0.041191762,0,0.261369315,2000.0,3,0,0,0
0.965034965,0,0.062791628,7500.0,2,0,1,1
1.0085156,1,2.219737309,5633.0,23,0,4,0
0.9999998999999999,0,0.254256527,6166.0,5,1,1,1
0.9999998999999999,0,0.015108425,5625.0,2,0,0,0
0.983078225,0,0.884470118,4500.0,17,0,2,0
0.9721508759999999,0,1.4737979469999998,1850.0,12,0,2,0
0.6170258270000001,0,0.160912815,3417.0,5,0,0,0
0.409985282,1,0.279980823,14600.0,15,0,2,0
0.82644118,0,0.6536804,5800.0,9,0,1,0
0.0001,0,0.345825195,16383.0,20,0,3,0
0.0001,1,0.526684164,8000.0,4,1,2,1
0.702381432,0,0.866732547,14166.0,21,0,6,0
1.083405734,3,0.490218316,3526.0,10,0,1,1
0.602746575,0,0.260608705,9166.0,4,0,0,0
0.9999998999999999,1,0.9009114970000001,3400.0,6,0,2,0
0.983338887,0,0.106808245,1600.0,9,0,0,0
0.922505535,0,0.501614046,12700.0,11,0,4,0
0.9999998999999999,0,0.237812128,6727.0,2,4,0,1
0.9999998999999999,98,0.0001,2700.0,0,98,0,98
0.197701607,1,0.258874113,10000.0,7,0,2,1
0.7688207859999999,1,0.569584736,1781.0,6,0,0,0
0.9788084770000001,1,0.42841908799999995,3750.0,5,4,0,0
1.050951924,3,0.801221544,1800.0,7,3,2,0
0.9999998999999999,0,0.041420118,3041.0,2,1,0,0
0.9999998999999999,1,0.967923863,2836.0,6,0,1,0
0.924601885,1,0.367097806,6880.0,4,0,0,0
0.9999998999999999,0,0.025398541,3700.0,1,2,0,1
1.000782541,1,0.642629905,6600.0,9,0,1,1
0.9999998999999999,0,0.492424242,5147.0,5,1,1,0
0.9999998999999999,0,0.0001,2900.0,3,0,0,0
0.680161943,4,0.378735696,9000.0,7,0,1,0
1.022703603,2,0.20047199100000002,8050.0,6,2,0,2
0.9667774090000001,2,0.90261115,2833.0,5,3,1,1
0.909494725,0,0.149140344,2500.0,8,0,0,0
1143.0,2,0.547761883,6500.0,13,0,4,0
